"Table S2.Detailed statistic information of the training, test and true external sets in the Rat-QSTR models  ",,,,,,,,,,,,,
Rat-QSTR Model,Compound Information,,,,Rat-QSTR Model-Descriptor Value,,,,,Predicted Activity by  Rat-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATSC7i,CATS2D_08_DL,ChiA_X,F06[C-N],P_VSA_charge_10,Predicted endpoint,Residual,HAT i/i (h*=0.3529),
,176,393458,True external,-,-0.291962723249164,0,0.99712699178582,0,0,1.418,-,0.0764,Good
,177,434362,True external,-,-0.215826555096617,0,0.994896227786122,4,10.5347073873093,3.0313,-,0.2159,Good
,178,434363,True external,-,-0.0516810671816946,0,0.994648805024986,4,10.5347073873093,2.9983,-,0.2229,Good
,179,438021,True external,-,0.0328570041904716,0,0.997694630735866,0,45.7144018119938,4.0967,-,0.4,Moderate
,180,438022,True external,-,0.0362627418734574,0,0.997425408550722,0,40.4709737174096,3.8232,-,0.3046,Moderate
,181,438024,True external,-,0.26076850952073,0,0.992697255716486,0,6.3711499014801,2.7889,-,0.4959,Good
,182,438029,True external,-,0.0820019300363655,0,0.997009832557938,0,26.042775856737,2.9518,-,0.1234,Good
,183,473505,True external,-,-0.0710401436874639,0,0.995585123823892,2,11.1857505988493,2.6277,-,0.0935,Good
,184,517235,True external,-,-0.0434145179476712,0,0.997121035965613,0,10.4868561891685,1.9605,-,0.031,Good
,185,517694,True external,-,0.00863491506122722,0,0.998038730349818,0,0,0.9567,-,0.0595,Good
,186,518169,True external,-,-0.268278428679765,0,0.998319722887572,0,30.1584821444253,3.0675,-,0.2266,Good
,187,518348,True external,-,0.425221754572737,0,0.996864281367388,0,10.4868561891685,1.7342,-,0.1562,Good
,188,518349,True external,-,-0.0649611875716778,0,0.997496410832558,0,10.4868561891685,1.8641,-,0.0341,Good
,189,520474,True external,-,-0.253357846431495,0,0.994381273355506,0,0,2.1996,-,0.2173,Good
,190,521439,True external,-,-0.122056221921286,0,0.996799567167049,0,0,1.4048,-,0.0452,Good
,191,525135,True external,-,-0.033723782507086,0,0.997205125161131,0,0,1.2288,-,0.04,Good
,192,525140,True external,-,-0.0499885617131779,0,0.997428715148241,0,0,1.1736,-,0.042,Good
,193,525141,True external,-,-0.191520493911761,0,0.997917267667587,0,0,1.1213,-,0.0673,Good
,194,525161,True external,-,-0.0938301123566473,0,0.996876825723346,0,0,1.364,-,0.0422,Good
,195,525186,True external,-,-0.0555672503784453,0,0.997321578279417,0,0,1.2087,-,0.0409,Good
,196,525196,True external,-,0.0386529448696488,0,0.997428715148241,0,0,1.1166,-,0.0459,Good
,197,525216,True external,-,0.0420342230425802,0,0.997112633942556,0,0,1.2072,-,0.0441,Good
,198,525243,True external,-,-0.0756368479553644,0,0.997321578279417,0,0,1.2216,-,0.0414,Good
,199,526381,True external,-,0.0208757426380875,0,0.997078085395728,0,0,1.231,-,0.0422,Good
,200,540855,True external,-,-0.186246454159528,0,0.997102831207953,0,10.4868561891685,2.0578,-,0.0453,Good
,201,546283,True external,-,0.119147027315813,0,0.995860991770228,2,5.94232250426508,2.0739,-,0.0896,Good
,202,576148,True external,-,0.110160216897447,0,0.996175351925003,0,0,1.4387,-,0.0722,Good
,203,587601,True external,-,0.170298088019141,0,0.995737293237297,0,0,1.5286,-,0.1069,Good
,204,590809,True external,-,-0.00230620107376647,2,0.998109349373706,0,0,1.1587,-,0.0684,Good
,205,590836,True external,-,-0.00512369540252146,0,0.997954265003365,0,0,0.9904,-,0.0557,Good
,206,590929,True external,-,-0.238515827457075,0,0.996559712646562,0,0,1.5502,-,0.0679,Good
,207,591037,True external,-,0.0799024733371482,0,0.99651740467684,0,16.816045991245,2.4813,-,0.0673,Good
,208,591066,True external,-,-0.00734090091691473,0,0.997619180692815,0,0,1.0902,-,0.046,Good
,209,591200,True external,-,0.244777334741984,0,0.997639536542344,0,0,0.922,-,0.0944,Good
,210,595898,True external,-,0.0127001925297725,0,0.996900501427992,0,0,1.2884,-,0.0425,Good
,211,595985,True external,-,0.191311026122325,0,0.995445677544793,0,5.13347733228232,1.9437,-,0.1201,Good
,212,596027,True external,-,0.178380906342691,0,0.995697451483601,0,0,1.5351,-,0.1114,Good
,213,597395,True external,-,-0.057001583546793,0,0.996588772022098,0,0,1.4249,-,0.0453,Good
,214,600994,True external,-,-0.134189328954449,0,0.995352608453169,0,0,1.8376,-,0.1075,Good
,215,605331,True external,-,0.258625730431513,0,0.99129904995905,0,7.00121306331835,3.2431,-,0.7967,Good
,216,610016,True external,-,0.270540369916616,0,0.995078806256338,0,0,1.6575,-,0.1864,Good
,217,610230,True external,-,0.0606025146132974,0,0.996446051789347,0,0,1.3911,-,0.0554,Good
,218,613589,True external,-,-0.210854463202102,0,0.995444930300719,0,0,1.8599,-,0.1122,Good
,219,616040,True external,-,0.0822312320816703,0,0.994799591843459,0,0,1.8607,-,0.1608,Good
,220,616307,True external,-,0.0301056318191787,0,0.9931916254142,0,3.18557495074005,2.5794,-,0.3564,Good
,221,616676,True external,-,0.137943321996608,0,0.994262556092833,0,0,1.9826,-,0.2296,Good
,222,619528,True external,-,-0.0588006137293716,0,0.993475752124977,0,3.18557495074005,2.5532,-,0.3073,Good
,223,622313,True external,-,0.207179021080743,0,0.996109643156607,0,0,1.3955,-,0.0986,Good
,224,627405,True external,-,-0.160870751548219,0,0.996126906425121,0,0,1.6274,-,0.0671,Good
,225,627581,True external,-,-0.179487887723655,0,0.996423313796598,0,0,1.5523,-,0.0598,Good
,226,628796,True external,-,-0.166863172079984,0,0.996351662089624,0,0,1.5652,-,0.06,Good
,227,628998,True external,-,-0.139485979142336,0,0.99602550382916,0,0,1.6434,-,0.0688,Good
,228,629108,True external,-,-0.152158713717115,0,0.996156258922977,0,0,1.6131,-,0.0648,Good
,229,630009,True external,-,-0.112749390853149,0,0.99639227264222,0,0,1.5185,-,0.0528,Good
,230,632386,True external,-,-0.27602349845806,0,0.994702008814602,0,0,2.12,-,0.1891,Good
,231,633563,True external,-,-0.233142270592507,0,0.997114134859795,0,0,1.3839,-,0.0611,Good
,232,635619,True external,-,-0.224639282705633,0,0.997320273377044,0,0,1.3179,-,0.0604,Good
,233,635788,True external,-,0.096887498663362,0,0.995509796241794,4,5.24342809458423,2.2963,-,0.1606,Good
,234,643292,True external,-,0.0851525607908651,0,0.995009656376616,1,0,1.8729,-,0.1471,Good
,235,688113,True external,-,0.230168179622822,0,0.996173660478009,0,0,1.3619,-,0.1033,Good
,236,745895,True external,-,-0.0104538640298675,0,0.994956447710971,0,8.42900304532428,2.4375,-,0.1283,Good
,237,785004,True external,-,-0.382200159463126,0,0.995177181692063,2,2.32792015631003,2.356,-,0.1951,Good
,238,825803,True external,-,0.114188483068906,0,0.992164720643999,0,0,2.614,-,0.566,Good
,239,825852,True external,-,-0.358438362558477,0,0.994297475746459,0,0,2.2919,-,0.2581,Good
,240,833466,True external,-,-0.167763890210006,4,0.996247835494877,0,0,2.0277,-,0.0825,Good
,241,839326,True external,-,0.00592943386273448,0,0.995814212933956,1,0,1.6876,-,0.0803,Good
,242,988722,True external,-,-0.0698717333208606,4,0.998153516066553,0,20.9737123783369,2.8063,-,0.1567,Good
,243,998505,True external,-,0.224487209725486,0,0.997063410630755,0,0,1.1042,-,0.0824,Good
,244,1007245,True external,-,0.0466627354667523,0,0.99573804532392,3,1.35840123925647,1.9262,-,0.1194,Good
,245,1023789,True external,-,-0.0450949897975627,0,0.996858256926636,8,5.24342809458423,2.2948,-,0.3,Good
,246,1023792,True external,-,0.101746796997754,0,0.996298496976697,9,0,2.0902,-,0.4367,Good
,247,1023804,True external,-,-0.0640041760059648,0,0.996910239438603,10,5.24342809458423,2.4434,-,0.4605,Good
,248,1023805,True external,-,0.0795165033029987,0,0.996347669623153,11,0,2.2416,-,0.6162,Good
,249,1023811,True external,-,-0.0177325589941902,0,0.997171011285037,12,5.24342809458423,2.4886,-,0.654,Good
,250,1023814,True external,-,0.108421516957706,0,0.996609521104392,13,0,2.2977,-,0.8326,Good
,251,1026576,True external,-,0.0731086074020752,1,0.996896729947399,2,22.2579581857588,2.9973,-,0.0813,Good
,252,1042535,True external,-,0.0475432572937375,0,0.997581758570497,4,10.4868561891685,2.0698,-,0.0862,Good
,253,1049920,True external,-,-0.153457872031972,0,0.99660995673808,1,10.4868561891685,2.2572,-,0.0448,Good
,254,1072479,True external,-,-0.0503396446487595,0,0.996715296298601,3,15.7302842837527,2.6619,-,0.07,Good
,255,1072482,True external,-,-0.218902959560952,0,0.997463583788398,2,15.7302842837527,2.4748,-,0.0728,Good
,256,1079161,True external,-,-0.13238801514434,0,0.997659929915193,2,15.7302842837527,2.3614,-,0.0598,Good
,257,1097197,True external,-,-0.0270584385596293,0,0.998304878733857,0,20.9737123783369,2.3029,-,0.1016,Good
,258,1101039,True external,-,0.274802230366595,0,0.996933687186155,0,34.0290601823491,3.3836,-,0.2554,Good
,259,1101042,True external,-,-0.242841089854233,0,0.997516660131575,0,10.4868561891685,1.9727,-,0.0609,Good
,260,1105060,True external,-,-0.0109274862719848,4,0.997865635543472,4,5.51349510705008,2.1232,-,0.1133,Good
,261,1113682,True external,-,0.062195251572361,0,0.995990799491258,9,0,2.206,-,0.4463,Good
,262,1115396,True external,-,0.0235999223460654,0,0.99758737308637,0,20.9737123783369,2.481,-,0.08,Good
,263,1117051,True external,-,0.247465390837136,0,0.996765110507679,2,5.94232250426509,1.7257,-,0.0897,Good
,264,1120442,True external,-,0.0127779219055249,0,0.996892421547679,8,5.24342809458423,2.2475,-,0.3007,Good
,265,1120443,True external,-,-0.0361402389099604,2,0.996633584938044,9,0,2.2962,-,0.3682,Good
,266,1120444,True external,-,-0.068507520863875,0,0.996799686507105,8,5.24342809458423,2.3271,-,0.3019,Good
,267,1125114,True external,-,0.250002352376276,0,0.995963281077544,2,5.94232250426509,1.9596,-,0.119,Good
,268,1126002,True external,-,-0.203701253948343,0,0.99698279281822,4,10.4868561891685,2.4075,-,0.1004,Good
,269,1128197,True external,-,0.108381666374784,0,0.994360950351131,2,11.7711019965903,2.9108,-,0.2208,Good
,270,1128205,True external,-,-0.116709988374564,0,0.99742911359141,2,27.7067791200452,3.2193,-,0.133,Good
,271,1136286,True external,-,0.151123370802536,0,0.995785763196251,6,10.4868561891685,2.6822,-,0.2305,Good
,272,1188209,True external,-,-0.0169963147568819,0,0.9973062508422,0,20.9737123783369,2.5897,-,0.0763,Good
,273,1188218,True external,-,0.116359910069383,1,0.997633051987195,2,15.7302842837527,2.317,-,0.0579,Good
,274,1188223,True external,-,0.189985305741594,0,0.997444990681566,2,15.7302842837527,2.217,-,0.0761,Good
,275,1211350,True external,-,0.0908172327314654,1,0.995141441908023,6,0,2.3175,-,0.2774,Good
,276,1216419,True external,-,0.276480872893732,0,0.997005206873592,0,0,1.0878,-,0.1008,Good
,277,1218924,True external,-,-0.135206972517405,0,0.996837656160794,0,0,1.4021,-,0.0461,Good
,278,1222549,True external,-,0.00928135838695436,4,0.995888708313278,2,0,2.1708,-,0.0941,Good
,279,1252604,True external,-,-0.0172109339617226,0,0.99506260713454,0,0,1.8475,-,0.1269,Good
,280,1253102,True external,-,0.0878813509562207,0,0.995700131983705,4,0,1.8958,-,0.1655,Good
,281,1257309,True external,-,-0.234615310630845,10,0.998234271230211,2,0,2.286,-,0.4842,Good
,282,1260649,True external,-,0.00487971019669021,1,0.995230820045585,6,10.4868561891685,3.0472,-,0.2285,Good
,283,1271548,True external,-,-0.326976257507791,0,0.996667507004716,0,15.7302842837527,2.6266,-,0.106,Good
,284,1271817,True external,-,0.236317510423084,4,0.9962302218065,0,0,1.7727,-,0.139,Good
,285,1279340,True external,-,-0.227995724052099,0,0.99755254242922,2,0,1.4035,-,0.0789,Good
,286,1329508,True external,-,-0.246835552712805,0,0.997560585668535,0,0,1.2616,-,0.0692,Good
,287,1379435,True external,-,-1.05659364224355,0,0.996572005217676,0,20.8921200618158,3.4692,-,0.722,Good
,288,1513129,True external,-,0.0129703859352094,4,0.997072689575593,2,0,1.8207,-,0.079,Good
,289,1729316,True external,-,0.0415425816733803,0,0.997637481391833,2,26.487207485387,2.9748,-,0.1184,Good
,290,1799067,True external,-,0.132288146599445,0,0.997063410630755,0,0,1.1636,-,0.0581,Good
,291,2195128,True external,-,0.17415031753472,0,0.994045195443696,0,23.5422039931806,3.5961,-,0.3282,Good
,292,2245406,True external,-,0.013583947586312,6,0.997596045078428,4,5.51349510705008,2.4023,-,0.1751,Good
,293,2268843,True external,-,-0.303624089715231,0,0.997364949285083,0,13.588324108963,2.2636,-,0.0853,Good
,294,2747938,True external,-,0.132392168585757,0,0.994849668568424,0,0,1.8137,-,0.1655,Good
,295,2747939,True external,-,0.0114218536924252,0,0.997155091066275,0,10.4868561891685,1.9152,-,0.0319,Good
,296,2747940,True external,-,0.0140346752922857,0,0.997642789740628,0,10.4868561891685,1.7702,-,0.037,Good
,297,2747979,True external,-,0.0279923694059021,0,0.997811084797896,0,0,1.0111,-,0.0531,Good
,298,2747997,True external,-,-0.111072091789499,0,0.996704935724821,0,18.3695395321768,2.6529,-,0.0693,Good
,299,2750728,True external,-,0.176313477452001,0,0.995296283284633,0,0,1.6543,-,0.1381,Good
,300,2752593,True external,-,0.236927773929228,0,0.993101158062114,0,16.8580060906486,3.3863,-,0.4436,Good
,301,2752722,True external,-,0.24049119492247,0,0.994877423476507,0,3.18557495074005,1.9488,-,0.1852,Good
,302,2752723,True external,-,0.113868973017403,0,0.995935733307194,0,3.18557495074005,1.7195,-,0.0751,Good
,303,2752910,True external,-,0.0223946050862175,0,0.996712434456835,0,0,1.3374,-,0.0456,Good
,304,2774893,True external,-,-0.18072867636857,0,0.995940112754225,0,10.4868561891685,2.3957,-,0.0739,Good
,305,2831634,True external,-,-0.367569051463992,0,0.996654227421741,4,19.1018192160131,3.1851,-,0.1799,Good
,306,2833016,True external,-,0.0469905352905473,4,0.996859889461884,8,5.51349510705008,2.6845,-,0.2741,Good
,307,2843627,True external,-,-0.627509946401097,0,0.997293971158042,0,16.3634868796345,2.6784,-,0.2672,Good
,308,2847534,True external,-,-0.307247770825316,0,0.996711127780196,0,0,1.55,-,0.0837,Good
,309,3016098,True external,-,0.191982813281575,0,0.995078806256338,1,0,1.7839,-,0.1651,Good
,310,3017576,True external,-,-0.00415534369218482,0,0.997991183709563,0,0,0.9789,-,0.0571,Good
,311,3017990,True external,-,0.00511829462922339,0,0.996453480392485,0,0,1.4246,-,0.05,Good
,312,3020122,True external,-,-0.134559792901956,0,0.997136484721173,1,0,1.3897,-,0.0476,Good
,313,3020636,True external,-,0.0698042708318544,0,0.997155371508009,0,0,1.1768,-,0.0474,Good
,314,3020637,True external,-,0.0665557142647733,0,0.997247133717429,0,0,1.1519,-,0.0473,Good
,315,3020638,True external,-,0.12046371066452,0,0.996791822105976,0,0,1.251,-,0.0579,Good
,316,3020639,True external,-,-0.0744665464496915,0,0.997076374546662,0,0,1.2929,-,0.0403,Good
,317,3020644,True external,-,-0.0397951209261065,0,0.997466818585098,0,0,1.1559,-,0.0425,Good
,318,3020698,True external,-,0.159201461636297,0,0.995969782267546,0,0,1.4675,-,0.0918,Good
,319,3020699,True external,-,0.0705185645458355,0,0.997975538692005,0,0,0.9355,-,0.063,Good
,320,3020871,True external,-,-0.278394348293112,0,0.997078085395728,0,0,1.4237,-,0.0725,Good
,321,3020985,True external,-,0.0314007483623373,0,0.996934098326319,0,0,1.2665,-,0.0437,Good
,322,3020986,True external,-,-0.01400302699685,0,0.997162540942589,0,0,1.2287,-,0.0403,Good
,323,3020987,True external,-,0.0422687514963146,0,0.996770093154418,0,0,1.3077,-,0.0465,Good
,324,3020989,True external,-,0.0601760517189664,0,0.996675137867955,0,0,1.324,-,0.0501,Good
,325,3020990,True external,-,0.0561045729869424,0,0.996870717993369,0,0,1.2692,-,0.0468,Good
,326,3020991,True external,-,0.00712540610007145,0,0.997715331259425,0,0,1.0527,-,0.049,Good
,327,3020992,True external,-,0.106243539371271,0,0.996716984696389,0,0,1.2821,-,0.0564,Good
,328,3023588,True external,-,0.00720789217373096,0,0.998474568049858,0,0,0.8296,-,0.0803,Good
,329,3030010,True external,-,-0.0985826679491506,0,0.994941809123609,2,4.5923848830442,2.3938,-,0.1461,Good
,330,3086393,True external,-,0.00191352089168571,0,0.998156215955002,0,14.4281978606726,1.8906,-,0.0621,Good
,331,3089804,True external,-,-0.613736339626072,0,0.995339220548934,8,0,2.7567,-,0.5957,Good
,332,3092112,True external,-,-0.283332319936676,0,0.996663445078776,2,16.0003512962185,2.7693,-,0.096,Good
,333,3094940,True external,-,0.289760175524792,0,0.99670611693779,3,8.27024266057511,1.9471,-,0.122,Good
,334,3098712,True external,-,-0.0752664158114573,0,0.995688998216128,6,10.4868561891685,2.8564,-,0.2177,Good
,335,3099151,True external,-,0.121266472841107,3,0.996436681025248,3,11.7711019965903,2.6922,-,0.0765,Good
,336,3107739,True external,-,-0.154955974109306,0,0.997667453248565,2,26.487207485387,3.0925,-,0.1304,Good
,337,3112620,True external,-,0.131415116520673,0,0.996934457235598,0,0,1.202,-,0.0586,Good
,338,3116637,True external,-,0.0597167288192496,0,0.996742861687292,0,2.75674755352504,1.4886,-,0.0411,Good
,339,3337258,True external,-,0.197365759678516,0,0.993018503366085,0,8.42900304532428,2.8729,-,0.4185,Good
,340,3530081,True external,-,0.00827015645187823,3,0.995338620900982,0,0,2.0736,-,0.1004,Good
,341,3553937,True external,-,-0.377471979693669,0,0.996641454951041,7,8.27024266057511,2.6989,-,0.3005,Good
,342,3683994,True external,-,-0.0739288186813476,6,0.997032123503511,6,11.0269902141002,3.1443,-,0.2078,Good
,343,3720367,True external,-,-0.10714674225997,0,0.992732583836979,0,13.6724311399085,3.5033,-,0.4507,Good
,344,3736119,True external,-,-0.024567823097616,0,0.997056779564355,0,0,1.2665,-,0.04,Good
,345,3771287,True external,-,0.0499192832303401,2,0.997476654436987,3,9.83581297762843,2.1955,-,0.0509,Good
,346,3775971,True external,-,0.112024673461108,0,0.998146628260289,0,10.4868561891685,1.5592,-,0.0629,Good
,347,3799477,True external,-,-0.714079026492089,0,0.997075199419835,0,16.3634868796345,2.7984,-,0.3331,Good
,348,3897679,True external,-,0.00452186304494719,0,0.997878997242718,0,20.9737123783369,2.4077,-,0.0858,Good
,349,3907486,True external,-,-0.316669567188901,0,0.997190224884371,4,16.0003512962185,2.7877,-,0.1404,Good
,350,3991515,True external,-,-0.571144945077187,0,0.993920248331909,0,0,2.5396,-,0.4078,Good
,351,4051405,True external,-,0.0170803277032941,8,0.997448586634498,4,9.83581297762843,2.9478,-,0.2769,Good
,352,4096515,True external,-,0.00591698211412836,1,0.99778034108549,4,17.8359886257377,2.6372,-,0.0898,Good
,353,4098537,True external,-,-0.298176707855647,0,0.995619770372561,0,9.83581297762843,2.5219,-,0.1189,Good
,354,4111218,True external,-,-0.0426627963653695,0,0.99807309078519,0,15.0792410722127,1.9872,-,0.0612,Good
,355,4113772,True external,-,-0.229363246132279,0,0.996546706093253,0,0,1.5482,-,0.0661,Good
,356,4144032,True external,-,-0.0360843604468192,1,0.99807309078519,0,15.0792410722127,2.0908,-,0.0601,Good
,357,4144932,True external,-,0.121348354106984,4,0.997155424125448,8,16.0003512962185,3.2505,-,0.2744,Good
,358,4149665,True external,-,0.065625808728685,0,0.997581946218988,0,10.4868561891685,1.7549,-,0.04,Good
,359,4153473,True external,-,-0.444344070261138,0,0.997012777772149,8,18.242036130451,3.375,-,0.3931,Good
,360,4158910,True external,-,-0.229393447426563,0,0.998066018709702,0,10.4868561891685,1.8026,-,0.0728,Good
,361,4158912,True external,-,-0.179881503971228,0,0.997672845895093,2,20.9737123783369,2.7386,-,0.0935,Good
,362,4164896,True external,-,0.0216240894891083,2,0.998034058840644,0,0,1.1654,-,0.0667,Good
,363,4169382,True external,-,-0.204551464507271,0,0.997422715566214,0,10.4868561891685,1.9756,-,0.0507,Good
,364,4207890,True external,-,0.28631667045573,3,0.997220559252106,3,15.7302842837527,2.6203,-,0.1296,Good
,365,4219437,True external,-,0.132749819351147,0,0.997080839281353,10,3.82101393084502,2.1715,-,0.4814,Good
,366,4219891,True external,-,-0.0789239810522958,4,0.997423535594321,8,10.4868561891685,2.9323,-,0.2579,Good
,367,4227080,True external,-,-0.256052142911546,0,0.997721017975298,0,15.0792410722127,2.228,-,0.0827,Good
,368,4244670,True external,-,0.182150105851006,0,0.997234921684444,4,10.4868561891685,2.085,-,0.107,Good
,369,4247096,True external,-,-0.086037783300678,4,0.996795162617801,8,10.4868561891685,3.1215,-,0.2551,Good
,370,4247539,True external,-,0.0289103653824285,6,0.99724566895821,8,10.4868561891685,3.1308,-,0.3112,Good
,371,4248130,True external,-,-0.025913814959452,2,0.997197224504258,0,10.4868561891685,2.1425,-,0.0319,Good
,372,4266855,True external,-,0.0629874640917093,0,0.997711730412578,0,0,1.0178,-,0.054,Good
,373,4289294,True external,-,-0.157592951547871,4,0.998146356042251,4,4.28827397215005,2.0533,-,0.1325,Good
,374,4301523,True external,-,-0.0314585690289925,0,0.997673125561881,0,20.9737123783369,2.4913,-,0.0808,Good
,375,4319579,True external,-,0.203293520204245,0,0.996184214074307,4,19.6716259552569,2.9937,-,0.158,Good
,376,4330720,True external,-,0.0299925525475609,2,0.997865635543472,8,5.51349510705008,2.1844,-,0.2742,Good
,377,4335747,True external,-,0.101584303769338,2,0.996752665441124,1,13.2436037426935,2.451,-,0.0454,Good
,378,4349277,True external,-,0.139496624546016,4,0.997374435479088,10,10.4868561891685,2.9577,-,0.4195,Good
,379,4369673,True external,-,-0.0893827596417253,0,0.997280548307957,3,17.8359886257377,2.6617,-,0.0739,Good
,380,4378290,True external,-,-0.413717590451547,0,0.997699245241046,0,10.4868561891685,2.029,-,0.1255,Good
,381,4382470,True external,-,-0.263380341121794,0,0.997871115167614,0,15.0792410722127,2.1886,-,0.0889,Good
,382,4391037,True external,-,-0.4879518407083,0,0.996642031351789,0,19.6716259552569,3.001,-,0.2034,Good
,383,4437886,True external,-,-0.201112893851094,0,0.996649237870384,4,21.5138464032686,3.2406,-,0.1405,Good
,384,4448491,True external,-,-0.054072464960613,4,0.998242430084309,4,4.28827397215005,1.9584,-,0.1332,Good
,385,4495638,True external,-,0.383668471058317,0,0.996977181379572,1,2.75674755352504,1.2871,-,0.141,Good
,386,4496170,True external,-,0.0920669536991051,0,0.997263575975193,1,2.75674755352504,1.3907,-,0.0444,Good
,387,4496171,True external,-,-0.194501285345123,0,0.997978860629181,1,13.2436037426935,2.0658,-,0.0652,Good
,388,4552820,True external,-,-0.202086370351603,0,0.99507630055414,4,9.18476976608839,2.8794,-,0.1957,Good
,389,4575154,True external,-,-0.0522633393796642,0,0.995582131615876,7,0,2.2481,-,0.3166,Good
,390,4575291,True external,-,-0.105475614296048,0,0.997072029002959,4,20.9737123783369,3.0187,-,0.1143,Good
,391,4639090,True external,-,-0.0573965859756325,0,0.994404251782097,5,16.6017463778953,3.555,-,0.3005,Good
,392,4642666,True external,-,-0.188391198408622,0,0.997691402192245,1,10.4868561891685,1.9621,-,0.0502,Good
,393,4660734,True external,-,-0.070995491438995,0,0.998029765628197,0,10.4868561891685,1.7113,-,0.0481,Good
,394,4813404,True external,-,-0.275246296196595,0,0.997370581315786,0,10.4868561891685,2.0364,-,0.0678,Good
