"Table S1.Detailed statistic information of the training, test and true external sets in the Mouse-QSTR models  ",,,,,,,,,,,,,,
Mouse-QSTR Model,Compound Information,,,,Mouse-QSTR Model-Descriptor Value,,,,,,Predicted Activity by  Mouse-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATS3p,F10[C-O],minHBint3,P_VSA_charge_10,P_VSA_charge_14,SM1_Dzm,Predicted endpoint,Residual,HAT i/i (h*=0.4375),
,1208,10455160,True external,-,1.47959983371156,1,0,17.83598863,0,1.068531872,2.9312,-,0.107,Good
,1209,10455861,True external,-,1.6042677141695,13,0,0,7.191330476,1.638093653,1.4757,-,0.1947,Good
,1210,10456208,True external,-,1.47572769227043,4,0,10.48685619,7.759516037,2.349694814,2.7736,-,0.0547,Good
,1211,10457167,True external,-,1.5108630385102,9,2.05303191153745,8.429003045,0,1.495593475,2.5933,-,0.1614,Good
,1212,10459147,True external,-,1.49494987967864,7,0,19.67162596,0,0.997062316,2.7693,-,0.1278,Good
,1213,10459629,True external,-,1.36667454613806,11,0,0,17.36392907,2.373671599,1.7713,-,0.1209,Good
,1214,10460236,True external,-,1.55344674697588,16,0,20.97371238,0,1.246327895,2.5815,-,0.2531,Good
,1215,10461683,True external,-,1.45966413135574,5,0,17.83598863,7.191330476,2.635155969,3.2888,-,0.1157,Good
,1216,10462701,True external,-,1.31716598036677,4,1.21879690765612,5.243428095,0,0.783531515,2.3656,-,0.1012,Good
,1217,10462832,True external,-,1.56664413738113,14,0,17.83598863,7.191330476,3.207489956,3.1345,-,0.1362,Good
,1218,10467773,True external,-,1.52594283369996,0,0,8.429003045,0,1.246327895,2.5152,-,0.0488,Good
,1219,10471083,True external,-,1.64354895848679,2,0,5.243428095,0,0.641031337,1.8765,-,0.1277,Good
,1220,10471697,True external,-,1.6746567036276,1,2.52778917442796,10.48685619,7.191330476,1.495593475,2.6073,-,0.1872,Good
,1221,10473298,True external,-,1.6432160981672,0,1.29378712107146,23.54220399,0,1.780593832,3.5848,-,0.1518,Good
,1222,10473839,True external,-,1.72159293291899,4,0,0,0,1.907421376,2.048,-,0.0881,Good
,1223,10474189,True external,-,1.59369104979297,4,2.3567912150922,2.756747554,0,1.282062673,2.3253,-,0.2263,Good
,1224,10474889,True external,-,1.76944524740697,4,0,4.592384883,7.191330476,1.495593475,1.7851,-,0.0966,Good
,1225,10475843,True external,-,1.5156241754946,7,5.26161095187357,23.50824412,0,1.495593475,3.8366,-,0.6515,Good
,1226,10477546,True external,-,1.65272815998762,5,1.62917587914852,10.48685619,0,1.282062673,2.5374,-,0.0917,Good
,1227,10477736,True external,-,1.59159677784747,8,0,5.243428095,0,1.139562495,1.9565,-,0.1212,Good
,1228,10478055,True external,-,1.72174633669231,9,0,5.243428095,0,1.246327895,1.8366,-,0.1717,Good
,1229,10478775,True external,-,1.82946904372169,2,0,0,7.191330476,1.846744435,1.719,-,0.0852,Good
,1230,10478993,True external,-,1.54400857667492,6,0,20.32266917,7.191330476,2.050012841,3.0213,-,0.0968,Good
,1231,10479423,True external,-,1.51875069666381,10,0,30.80952536,7.191330476,1.638093653,3.258,-,0.2723,Good
,1232,10482808,True external,-,1.59145519178709,22,0,32.9152297,7.191330476,2.38589039,3.2264,-,0.3813,Good
,1233,10483004,True external,-,1.45229969731385,8,0,16.85800609,29.90169303,3.203796154,2.595,-,0.3457,Good
,1234,10483662,True external,-,1.54117528571615,12,2.07943228581335,2.756747554,0.909874473,2.38589039,2.5525,-,0.3293,Good
,1235,10484622,True external,-,1.39973041791682,21,0,17.83598863,7.191330476,2.635155969,2.7986,-,0.2333,Good
,1236,10485082,True external,-,1.50949412045363,24,0,0,28.7653219,4.994090601,1.991,-,0.6605,Good
,1237,10491007,True external,-,1.73266126128328,1,0,5.243428095,0,0.747796737,1.8684,-,0.1439,Good
,1238,10494036,True external,-,1.79268829505618,0,0,10.48685619,0,0.498531158,1.9946,-,0.2382,Good
,1239,10497655,True external,-,1.76637743979986,0,0,10.48685619,0,1.749248563,2.6067,-,0.064,Good
,1240,10497706,True external,-,1.47547274699938,4,0,0,0,1.388828074,2.0613,-,0.0878,Good
,1241,10497912,True external,-,1.67920880059385,0,0,10.48685619,0.909874473,0.997062316,2.313,-,0.1027,Good
,1242,10498467,True external,-,1.71169927449382,6,0,2.756747554,0,1.531328252,1.9556,-,0.1032,Good
,1243,10498819,True external,-,1.51148599860314,0,0,10.48685619,0,0.641031337,2.3534,-,0.0927,Good
,1244,10499130,True external,-,1.77512603012071,0,0,0,0,0.747796737,1.5882,-,0.1676,Good
,1245,10499867,True external,-,1.58412617656524,8,0,0,0,1.744859054,1.9767,-,0.1333,Good
,1246,10500239,True external,-,1.49767101695368,7,0,22.25795819,7.191330476,1.246327895,2.759,-,0.1597,Good
,1247,10500461,True external,-,1.60815152561797,5,0,35.31330599,7.191330476,1.994124633,3.7366,-,0.4125,Good
,1248,10500478,True external,-,1.43257275335389,7,2.11898915691328,5.243428095,7.191330476,1.495593475,2.3301,-,0.151,Good
,1249,10502882,True external,-,1.79039964135542,11,0,5.243428095,0,2.067927461,2.0804,-,0.1569,Good
,1250,10503296,True external,-,1.76802575886274,6,2.78752062192354,0,8.101204949,2.136624811,2.0961,-,0.3214,Good
,1251,10503943,True external,-,1.77294464798095,7,2.78049626334789,0,14.38266095,2.136624811,1.8307,-,0.328,Good
,1252,10503944,True external,-,1.7715570959619,7,0,0,7.191330476,2.136624811,1.7421,-,0.0931,Good
,1253,10503989,True external,-,1.62468561644408,15,0,1.55073396,0,2.868748914,2.2984,-,0.2961,Good
,1254,10504370,True external,-,1.44349359575437,2,0,19.67162596,0,0.641031337,2.829,-,0.1521,Good
,1255,10504421,True external,-,1.69142090677535,0,0,6.371149901,14.38266095,2.817963009,2.4569,-,0.1106,Good
,1256,10505429,True external,-,1.56438776115848,4,0,19.67162596,0,1.032797094,2.8175,-,0.1345,Good
,1257,10505532,True external,-,1.6301925072955,2,0,44.79178985,0,1.872216818,4.5069,-,0.6972,Good
,1258,10505758,True external,-,1.54108522816966,8,0,40.77938935,7.191330476,2.065594189,4.0182,-,0.5126,Good
,1259,10506295,True external,-,1.56145994783018,4,0,19.67162596,0.909874473,1.282062673,2.9045,-,0.1123,Good
,1260,10506543,True external,-,1.47830359061033,12,0,26.01531558,0.909874473,1.638093653,3.2085,-,0.1704,Good
,1261,10506902,True external,-,1.56642261280911,16,1.12821013506239,0,7.191330476,2.27912499,1.8522,-,0.2736,Good
,1262,10506910,True external,-,1.56352083187677,2,0,42.86687781,0,1.032797094,4.0844,-,0.6944,Good
,1263,10507171,True external,-,1.54555383626679,4,0,10.48685619,0.909874473,1.56706303,2.5803,-,0.0384,Good
,1264,10508072,True external,-,1.62599843546424,16,1.13127024647483,0,7.191330476,3.128807108,2.188,-,0.3261,Good
,1265,10508208,True external,-,1.63565984770419,10,0,19.67162596,0,1.818661882,2.9037,-,0.1118,Good
,1266,10508319,True external,-,1.55427473739115,18,0,0,0,0.997062316,1.3128,-,0.4738,Good
,1267,10508705,True external,-,1.66345776889684,6,0,19.67162596,7.191330476,1.907421376,2.7969,-,0.1139,Good
,1268,10509643,True external,-,1.7855048011335,18,0,23.22915599,28.7653219,4.974741251,3.101,-,0.4859,Good
,1269,10516034,True external,-,1.68823860890374,2,0,10.48685619,0,0.747796737,2.1506,-,0.1411,Good
,1270,10523436,True external,-,1.61901384022222,0,2.72524846870119,6.371149901,14.38266095,1.780593832,2.3877,-,0.282,Good
,1271,10524067,True external,-,1.70535244424005,5,0,5.243428095,0,1.495593475,2.1083,-,0.0794,Good
,1272,10524204,True external,-,1.53658880048433,2,0,15.07924107,0,1.032797094,2.6784,-,0.087,Good
,1273,10524452,True external,-,1.62502337572756,4,0,23.54220399,0,2.067927461,3.4382,-,0.1341,Good
,1274,10524665,True external,-,1.63094232903576,4,0,0,0,1.360016913,1.8862,-,0.0945,Good
,1275,10525280,True external,-,1.56958806120609,7,2.33598715540422,5.243428095,0,1.032797094,2.2559,-,0.2156,Good
,1276,10526071,True external,-,1.61705410543395,2,0,10.48685619,7.191330476,0.997062316,2.0836,-,0.1091,Good
,1277,10526917,True external,-,1.52355597098538,8,3.76821484943145,15.07924107,0.909874473,0.997062316,2.9065,-,0.3367,Good
,1278,10527473,True external,-,1.52868738041186,6,0,9.835812978,0,0.747796737,2.1447,-,0.109,Good
,1279,10528074,True external,-,1.58754644171148,8,0,14.77513016,0,1.175297273,2.4693,-,0.1094,Good
,1280,10528079,True external,-,1.56173549029922,2,0,14.42819786,0,0.890296916,2.5521,-,0.1007,Good
,1281,10528342,True external,-,1.78648779400824,4,0,26.72777894,14.38266095,2.492655791,3.1184,-,0.3384,Good
,1282,10529129,True external,-,1.53618984500592,14,3.41573820969914,15.07924107,13.87451736,3.117553695,3.1694,-,0.3883,Good
,1283,10529655,True external,-,1.28560641264723,0,0,19.67162596,0,0.783531515,3.1287,-,0.1487,Good
,1284,10530011,True external,-,1.65875477850525,10,0,9.184769766,7.191330476,2.548452712,2.4223,-,0.0582,Good
,1285,10531201,True external,-,1.58867978638841,4,0,19.67162596,0,1.032797094,2.7922,-,0.1417,Good
,1286,10531204,True external,-,1.61189825297415,6,0,15.07924107,7.191330476,1.907421376,2.6135,-,0.0587,Good
,1287,10531319,True external,-,1.52425382130151,14,0,15.07924107,13.87451736,3.117553695,2.7549,-,0.1218,Good
,1288,10532520,True external,-,1.51589585337058,12,0,19.67162596,0,0.997062316,2.5749,-,0.1879,Good
,1289,10532530,True external,-,1.7738579781822,4,-0.99395013,19.67162596,0.909874473,2.532780078,3.1444,-,0.1828,Good
,1290,10532588,True external,-,1.6754174699552,23,0,0,7.191330476,3.100724555,1.7404,-,0.4911,Good
,1291,10532962,True external,-,1.66512933219329,20,0,41.94742476,14.38266095,3.367280073,3.8864,-,0.556,Good
,1292,10533336,True external,-,1.64243126923077,18,0,0,0,2.696426553,2.0158,-,0.3988,Moderate
,1293,10539812,True external,-,1.74339773190304,0,0,10.48685619,0,0.997062316,2.2789,-,0.1246,Moderate
,1294,10544200,True external,-,1.28860941834335,2,0,15.07924107,0,0.890296916,2.8695,-,0.0845,Good
,1295,10545112,True external,-,1.23978073261612,3,0,5.243428095,7.191330476,0.997062316,2.1706,-,0.0442,Good
,1296,10546860,True external,-,1.77392567075037,0,0,0,0,0.747796737,1.5895,-,0.167,Good
,1297,10547567,True external,-,1.6145512001654,4,0,5.243428095,0,1.818661882,2.3883,-,0.0491,Moderate
,1298,10548645,True external,-,1.64140445464102,0,0,6.371149901,14.38266095,2.480437,2.3511,-,0.0941,Moderate
,1299,10550354,True external,-,1.64924300908816,0,0,26.21714047,0,1.744859054,3.5381,-,0.2306,Good
,1300,10550572,True external,-,1.32176001765603,6,0.804913681464973,30.15848214,0,1.780593832,3.992,-,0.2028,Good
,1301,10550927,True external,-,1.78473184203809,7,0,0,0,1.887359232,1.8694,-,0.1374,Good
,1302,10551406,True external,-,1.5582876801737,4,0,5.243428095,0,1.46029763,2.2792,-,0.0515,Good
,1303,10551983,True external,-,1.65099699269007,8,3.75948305582282,10.48685619,1.819748946,3.479147776,3.664,-,0.6516,Good
,1304,10552303,True external,-,1.4390706769632,13,0,15.62033352,0,2.243390212,2.994,-,0.1284,Good
,1305,10552800,True external,-,1.61879836090914,12,0,23.54220399,14.38266095,2.243390212,2.7355,-,0.1985,Good
,1306,10553417,True external,-,1.60221417201823,13,2.50531335064841,0,14.38266095,2.635155969,1.9996,-,0.3499,Good
,1307,10553857,True external,-,1.81318560089757,13,0,5.243428095,7.191330476,2.156686955,1.7716,-,0.1744,Good
,1308,10553993,True external,-,1.35193708128715,13,0.798537207198229,10.48685619,0,1.531328252,2.5865,-,0.1343,Good
,1309,10554542,True external,-,1.53980936811173,10,0,20.97371238,22.4838659,2.243390212,2.4639,-,0.256,Good
,1310,10555050,True external,-,1.52500158053369,2,3.56020387221912,22.42837351,0.909874473,1.673828431,3.7818,-,0.345,Good
,1311,10556494,True external,-,1.72295745397315,6,0,19.67162596,7.191330476,2.532780078,3.0275,-,0.1015,Good
,1312,10556537,True external,-,1.41778883168204,24,0,17.83598863,8.101204949,2.884421549,2.7602,-,0.3122,Good
,1313,10556843,True external,-,1.68145579681185,14,0,0,0,2.696426553,2.1134,-,0.2775,Good
,1314,10557643,True external,-,1.32405772207509,21,0,6.371149901,30.94613747,4.67651108,2.3895,-,0.5651,Good
,1315,10566770,True external,-,1.82033628294736,0,0,10.48685619,0,0.498531158,1.9658,-,0.2568,Good
,1316,10567252,True external,-,1.35792409063269,2,0,0,7.191330476,0.997062316,1.8117,-,0.0516,Good
,1317,10567446,True external,-,1.58370873822057,0,0,10.48685619,0,1.320130723,2.5959,-,0.056,Good
,1318,10568440,True external,-,1.59526051951079,2,0,28.78563209,0,1.569396303,3.5757,-,0.2549,Good
,1319,10568869,True external,-,1.39404792598986,1,0,22.25795819,0,1.032797094,3.2315,-,0.1605,Good
,1320,10569319,True external,-,1.55931355934864,0,0,10.48685619,0,0.997062316,2.4702,-,0.0709,Good
,1321,10570077,True external,-,1.32918648597633,0,0,9.835812978,0,0.641031337,2.5093,-,0.0724,Good
,1322,10570660,True external,-,1.92168818316098,0,0,10.48685619,0,2.374607265,2.7378,-,0.0748,Good
,1323,10571210,True external,-,1.81133126631049,0,0,10.48685619,0,0.498531158,1.9752,-,0.2506,Good
,1324,10572598,True external,-,1.70481425712801,4,0,0,0,0.747796737,1.5232,-,0.18,Good
,1325,10573282,True external,-,1.75918547364215,4,0,5.243428095,0,0.747796737,1.7372,-,0.186,Good
,1326,10573404,True external,-,1.54861061344751,2,0,9.835812978,0,0.498531158,2.1456,-,0.1196,Good
,1327,10573604,True external,-,1.77799091134246,3,0,23.54220399,8.101204949,1.994124633,2.9892,-,0.228,Good
,1328,10573773,True external,-,1.60874223610237,2,0,19.60787425,0,1.00882031,2.8259,-,0.1535,Good
,1329,10574428,True external,-,1.48195538348224,11,2.33185013860346,13.67243114,0,1.744859054,2.9763,-,0.1717,Good
,1330,10575693,True external,-,1.78952802766336,7,0,23.54220399,14.38266095,2.243390212,2.7307,-,0.2685,Good
,1331,10575733,True external,-,1.69451655692063,10,0,0,0,1.887359232,1.8596,-,0.1778,Good
,1332,10575787,True external,-,1.83242998340288,2,0,10.48685619,0,1.408890218,2.3099,-,0.1123,Good
,1333,10577096,True external,-,1.53986570253786,3,0,5.243428095,0,1.943156154,2.5586,-,0.0555,Good
,1334,10578628,True external,-,1.55728983427169,8,0,16.85800609,0,1.994124633,2.9911,-,0.0691,Good
,1335,10578682,True external,-,1.6589110591466,14,0,0.899690748,7.191330476,3.046983871,2.0896,-,0.203,Good
,1336,10578744,True external,-,1.54691666118667,17,0,20.97371238,28.7653219,2.243390212,1.9899,-,0.4062,Good
,1337,10578778,True external,-,1.601411699,10,0,3.185574951,21.57399143,4.687170837,2.6573,-,0.3879,Good
,1338,10578820,True external,-,1.70629653090552,16,0,7.777959834,14.38266095,2.492655791,1.8095,-,0.1728,Good
,1339,10579330,True external,-,1.83809037316268,23,0,0,0,3.032027204,1.7968,-,0.6138,Good
,1340,10579437,True external,-,1.44945299136676,24,0,3.185574951,14.38266095,2.492655791,1.5632,-,0.3938,Good
,1341,10579749,True external,-,1.35867040766607,6,0,6.371149901,14.38266095,2.817963009,2.5955,-,0.1287,Good
,1342,10580212,True external,-,1.58411057907038,4,0,39.34325191,0,0.997062316,3.7954,-,0.5614,Good
,1343,10580215,True external,-,1.53813763436676,12,0,34.02906018,0,0.997062316,3.2927,-,0.3913,Good
,1344,10591176,True external,-,1.55703639770055,2,0,13.67243114,0,1.246327895,2.6844,-,0.0659,Good
,1345,10592358,True external,-,1.62974491025111,1,0,10.48685619,0,1.495593475,2.5956,-,0.0503,Good
,1346,10593244,True external,-,1.50918002908971,0,0,15.73028428,0.909874473,1.246327895,2.8768,-,0.0888,Good
,1347,10594505,True external,-,1.42702766527227,0,2.71227163201871,0,0,1.424562852,2.6054,-,0.3799,Good
,1348,10595900,True external,-,1.24576482730237,2,0,9.835812978,0,0.641031337,2.5269,-,0.0717,Good
,1349,10596671,True external,-,1.60393532111731,8,0,0,0,1.744859054,1.9561,-,0.1339,Good
,1350,10596792,True external,-,1.82266576778592,4,0,10.48685619,0,0.997062316,2.0584,-,0.1828,Good
,1351,10596886,True external,-,1.5840388890198,7,2.42166469675032,8.429003045,0,1.495593475,2.6324,-,0.1849,Good
,1352,10597573,True external,-,1.60196242787698,8,0,0,0,1.994124633,2.0747,-,0.1345,Good
,1353,10598670,True external,-,1.49209939889267,4,0,10.48685619,0,1.92309401,2.8349,-,0.0515,Good
,1354,10599727,True external,-,1.54261276961374,8,0,26.19929986,0,1.246327895,3.1387,-,0.1962,Good
,1355,10600368,True external,-,1.53473019470792,10,0,14.42819786,0.909874473,1.495593475,2.5544,-,0.0889,Good
,1356,10600481,True external,-,1.60222863914226,9,0,10.48685619,0,1.388828074,2.298,-,0.0993,Good
,1357,10600692,True external,-,1.6174399727566,10,0,11.771102,7.191330476,1.92309401,2.3063,-,0.0659,Good
,1358,10600864,True external,-,1.74646053165812,9,0,0,7.191330476,2.136624811,1.6991,-,0.1158,Good
,1359,10601187,True external,-,1.52434791912276,13,2.01067188673158,8.429003045,0,1.994124633,2.669,-,0.2248,Good
,1360,10601275,True external,-,1.73921203254596,12,0,5.243428095,0,2.120952177,2.1239,-,0.1641,Good
,1361,10601673,True external,-,1.52614753329132,11,0,40.77938935,7.191330476,2.065594189,3.9301,-,0.4805,Good
,1362,10602330,True external,-,1.64000465531115,10,0,0,22.4838659,3.714546104,1.9654,-,0.2085,Good
,1363,10602531,True external,-,1.46621009044841,14,0,16.85800609,14.38266095,1.994124633,2.3635,-,0.1213,Good
,1364,10603114,True external,-,1.51936661766787,4,0,19.67162596,0.909874473,1.673828431,3.1314,-,0.0894,Good
,1365,10603363,True external,-,1.60581883399219,4,0,15.07924107,0.909874473,1.907421376,2.9138,-,0.0525,Good
,1366,10603738,True external,-,1.68862139134275,2,0,6.371149901,14.38266095,3.639562574,2.775,-,0.1781,Good
,1367,10603840,True external,-,1.56163669884218,18,0,36.56359192,14.38266095,2.884421549,3.5594,-,0.4099,Good
,1368,10603875,True external,-,1.64781834637661,11,0,20.32266917,7.191330476,1.638093653,2.5482,-,0.1619,Good
,1369,10604072,True external,-,1.45501830023661,22,0.753834761078336,20.97371238,0,1.780593832,2.8207,-,0.2858,Good
,1370,10604293,True external,-,1.63131617254882,6,0,19.67162596,7.191330476,2.604432208,3.1562,-,0.0969,Good
,1371,10604320,True external,-,1.6554602432346,10,0,15.73028428,7.191330476,2.299187133,2.6469,-,0.0695,Good
,1372,10604632,True external,-,1.58908808331774,2,0,42.64765286,0,2.531162774,4.7471,-,0.6165,Good
,1373,10614463,True external,-,1.48793985217609,2,0,9.835812978,0,0.747796737,2.3252,-,0.0745,Good
,1374,10617427,True external,-,1.61834666536335,4,0,10.48685619,0,0.747796737,2.1542,-,0.1232,Good
,1375,10617728,True external,-,1.63750230214335,2,0,10.48685619,0,1.123889861,2.3792,-,0.0754,Good
,1376,10617963,True external,-,1.73765194699826,2,2.4435830639336,4.592384883,7.191330476,1.495593475,2.1926,-,0.2059,Good
,1377,10619152,True external,-,1.46819068448908,7,0,22.25795819,7.191330476,1.246327895,2.7896,-,0.1518,Good
,1378,10619473,True external,-,1.69317657269319,2,0,5.243428095,0,1.175297273,2.0748,-,0.0801,Good
,1379,10619795,True external,-,1.82756624460874,0,-0.030884104,10.48685619,0,2.623872845,2.9483,-,0.0707,Good
,1380,10619815,True external,-,1.8023111274,0,0,10.48685619,0,1.820900693,2.6029,-,0.0681,Good
,1381,10620050,True external,-,1.5320232846214,2,0,9.835812978,0,0.783531515,2.2961,-,0.0802,Good
,1382,10620308,True external,-,1.68583028593526,4,0,10.48685619,0,0.997062316,2.2006,-,0.1149,Good
,1383,10620416,True external,-,1.53096036346115,10,3.76682343668045,5.243428095,0.909874473,1.246327895,2.4386,-,0.4853,Good
,1384,10620728,True external,-,1.2516826288494,2,0,9.835812978,0,0.641031337,2.5208,-,0.0711,Good
,1385,10622234,True external,-,1.55137667775452,11,0,47.08440799,0,2.243390212,4.5699,-,0.6059,Good
,1386,10623513,True external,-,1.6469837660638,8,0,0,0,0.997062316,1.5617,-,0.1946,Good
,1387,10623996,True external,-,1.51061798454548,7,0,9.835812978,14.38266095,1.744859054,2.0801,-,0.0633,Good
,1388,10624124,True external,-,1.70429337819103,9,0,9.184769766,14.38266095,2.243390212,2.0093,-,0.0884,Good
,1389,10624938,True external,-,1.5200535271418,12,3.41705114241766,15.07924107,13.87451736,3.117553695,3.2554,-,0.3986,Good
